Timestamp,Region,Soil_Nitrogen_mg_kg,Waste_to_Biogas_kW,Acoustic_Anomaly_Score,Efficiency_Savings_AZN,Water_Leakage_Liters
2025-09-01 00:00:00,Şimal-Meşə,50.62346751240574,377.8284484259281,0.06003854719945454,62.078494110234544,0.67769722579406
2025-09-01 04:00:00,Şimal-Meşə,46.09505690657379,365.64443585342167,0.11591617003691514,135.60490595711144,7.242049314207939
2025-09-01 08:00:00,Şimal-Meşə,17.721535271954583,232.02532171747734,0.4163693515881515,34.657355510959654,3.4657323648849148
2025-09-01 12:00:00,Şimal-Meşə,28.591314073033843,304.8525674855805,0.17682564408778717,68.75052174783724,2.006892612429621
2025-09-01 16:00:00,Qərb-Yaşayış,57.477906335988365,145.65448596771526,0.35515197670163057,110.41522949868785,2.50794808361775
2025-09-01 20:00:00,Şimal-Meşə,56.112743631268664,402.3816065652658,0.4031093210033083,124.79244224397645,5.4630908721829785
2025-09-02 00:00:00,Şərq-Məhsuldar,10.940842694092215,382.7505008047289,0.6344194428464117,22.33496194872113,1.9821280330301847
2025-09-02 04:00:00,Cənub-Otlaq,18.311783764925185,207.64867868016316,0.4466210616020363,16.605820684367327,1.0782258621948428
2025-09-02 08:00:00,Şərq-Məhsuldar,15.542845926910928,351.32846749131835,0.45554552384582364,91.85051753439278,12.175153941960266
2025-09-02 12:00:00,Şərq-Məhsuldar,26.178057853150325,356.82113549372013,0.05462826442423626,101.07204925531302,2.701398431986905
2025-09-02 16:00:00,Şərq-Məhsuldar,29.99567810407683,62.22277302274249,0.17633510774572375,66.44612911071928,7.9190585830911
2025-09-02 20:00:00,Qərb-Yaşayış,56.249589086930406,421.84435504756254,0.22943927309543674,97.73837450805635,4.848705217037899
2025-09-03 00:00:00,Şimal-Meşə,41.72870429577381,86.05466150635107,0.17044491231429104,29.936368557273035,11.142047637504177
2025-09-03 04:00:00,Şərq-Məhsuldar,21.151060880996297,171.9974003985468,0.011027038556517214,93.35007329368483,0.9584187652758523
2025-09-03 08:00:00,Şərq-Məhsuldar,45.009918585830135,202.45305117057063,0.43082454387623376,32.86708177888647,8.651826792405224
2025-09-03 12:00:00,Cənub-Otlaq,50.6298210678783,181.74495790248048,0.38163404013721763,127.15953354839715,3.8603411857389194
2025-09-03 16:00:00,Şərq-Məhsuldar,23.9988603794567,267.28750666016856,0.29234429710682924,58.67014337986874,10.744139219820969
2025-09-03 20:00:00,Şərq-Məhsuldar,46.14727984430506,277.98996563972696,0.32785685357506844,23.69953967305775,7.297231659157262
2025-09-04 00:00:00,Qərb-Yaşayış,58.71642899546688,261.45360327440153,0.544904538221716,76.97313566193421,0.4288896244358256
2025-09-04 04:00:00,Qərb-Yaşayış,57.04167409091104,119.82979608861672,0.38097161766210735,22.764355853286396,5.494874129943815
2025-09-04 08:00:00,Şərq-Məhsuldar,51.47592112230931,379.07893716923405,0.4489261989944068,123.08393696045607,20.65957103310858
2025-09-04 12:00:00,Şimal-Meşə,44.94560110952207,358.25735184632026,0.13309257983283676,87.16341315233633,6.745979234603265
2025-09-04 16:00:00,Qərb-Yaşayış,16.142377418278212,322.15639805247844,0.18359592076073106,38.237850411800174,0.11418771876628492
2025-09-04 20:00:00,Şərq-Məhsuldar,33.84627750133483,185.6294705023366,0.22291474535987432,83.14631856695149,7.930818064058456
2025-09-05 00:00:00,Cənub-Otlaq,50.70187237203501,309.2784250078145,0.17453579111802586,148.12507338692185,1.0158930564612647
2025-09-05 04:00:00,Qərb-Yaşayış,55.48743350613471,304.02961641725415,0.15528626070902,34.55529699297011,7.095656555698451
2025-09-05 08:00:00,Şərq-Məhsuldar,10.70141152416473,156.34623437025095,0.09464869944351989,51.35316135182819,1.1127451057321842
2025-09-05 12:00:00,Şərq-Məhsuldar,12.979214865155583,84.96185218758497,0.07213156646904455,37.88602139281515,3.0311587222962686
2025-09-05 16:00:00,Cənub-Otlaq,30.95226931205235,328.1422858197784,0.4801653911704023,75.36707134244611,3.149932366724025
2025-09-05 20:00:00,Cənub-Otlaq,22.728197860107986,317.86070157458977,0.06925772449950843,20.021698720910543,2.217636491349723
2025-09-06 00:00:00,Şərq-Məhsuldar,49.216211507365614,206.64464523816935,0.6064272755938164,51.15063572447304,1.521941734241091
2025-09-06 04:00:00,Şimal-Meşə,25.497616707485044,327.92126069758865,0.11092029298384605,90.44499859450626,15.739799141950249
2025-09-06 08:00:00,Cənub-Otlaq,58.82325249091618,169.37526155228184,0.33151766622665885,51.12641255581099,0.11157541086541525
2025-09-06 12:00:00,Qərb-Yaşayış,10.836244608117859,83.84912552020808,0.363400302229838,61.90429245673972,1.9353144032234533
2025-09-06 16:00:00,Şərq-Məhsuldar,46.89463610500791,335.03884099014255,0.17612907149730206,63.0011010851643,6.3893365801852955
2025-09-06 20:00:00,Qərb-Yaşayış,15.199490752553338,178.5886109498299,0.4619872773884259,44.1513358144048,1.6623024335239356
2025-09-07 00:00:00,Şərq-Məhsuldar,33.191679683375966,398.1366882335877,0.48027525958640455,149.83329224174463,0.2415226397839721
2025-09-07 04:00:00,Cənub-Otlaq,47.60046924741454,335.4598528677882,0.30937101515309856,131.7745041989973,6.963441006139666
2025-09-07 08:00:00,Şimal-Meşə,16.87331262316542,73.60861058575111,0.1643617801267859,66.72928125222596,0.46762710122792295
2025-09-07 12:00:00,Şimal-Meşə,19.87517989792266,361.4998074844397,0.19915600049741722,36.8105036271378,0.3101453569605198
2025-09-07 16:00:00,Cənub-Otlaq,55.05677363194038,87.26491173658309,0.38591784654245315,49.78978591965651,0.7902279815368228
2025-09-07 20:00:00,Şərq-Məhsuldar,50.892525136060634,67.60693333573293,0.2550042825944783,108.56438774725933,1.139480296711323
2025-09-08 00:00:00,Qərb-Yaşayış,19.77117377344784,127.71728408771423,0.24787559099535306,34.09305165994273,0.015969398987097552
2025-09-08 04:00:00,Qərb-Yaşayış,46.333575540772685,91.4947206636874,0.15081066714927072,66.08512888347965,4.184064879428463
2025-09-08 08:00:00,Qərb-Yaşayış,40.562794409830516,169.81303625728657,0.44053407814929774,142.23203133157529,7.394587917851796
2025-09-08 12:00:00,Şimal-Meşə,48.93950127175792,296.0044783214731,0.36548145834882284,74.49282429902743,1.657025485138125
2025-09-08 16:00:00,Şərq-Məhsuldar,51.241487577712164,122.86074918861773,0.17881737950068333,37.3023161705277,22.457960084544627
2025-09-08 20:00:00,Şərq-Məhsuldar,27.992642885810934,327.3684467441078,0.5521640210804442,142.68952860719872,2.1617252213164844
2025-09-09 00:00:00,Cənub-Otlaq,34.561812446117656,381.7439126782595,0.31601729796074596,66.14790968215102,2.4736904701660762
2025-09-09 04:00:00,Şimal-Meşə,10.662367778619338,378.0712476426721,0.4296021752939346,86.32416239782918,12.734836011735997
2025-09-09 08:00:00,Şimal-Meşə,12.896346637576341,108.48354860443322,0.5431178234256795,72.57011660526939,13.631539022258321
2025-09-09 12:00:00,Qərb-Yaşayış,59.1738532573489,156.39156608977868,0.3159436892434533,79.62477052468901,8.447962174155624
2025-09-09 16:00:00,Cənub-Otlaq,59.42918182945018,329.33528984197807,0.446966786297176,25.480776404520284,3.3245363008485844
2025-09-09 20:00:00,Cənub-Otlaq,27.121092816021623,65.02057782198385,0.4220358780441042,27.001006163215585,1.0542333963395407
2025-09-10 00:00:00,Şimal-Meşə,15.976879300914984,61.80516621498327,0.4591609205332091,16.234177118120638,2.0249861286451236
2025-09-10 04:00:00,Cənub-Otlaq,29.618635993272783,228.33609202706162,0.27508090978252664,83.9399332217605,1.55974509924658
2025-09-10 08:00:00,Qərb-Yaşayış,45.40658032109143,351.9884383449503,0.2733293325666724,130.43450620430787,0.27054655373217007
2025-09-10 12:00:00,Qərb-Yaşayış,28.341491880347277,145.04025122534972,0.19834151829367214,113.79504260637597,5.312961165695702
2025-09-10 16:00:00,Şimal-Meşə,25.06148797556962,285.4417290009022,0.3916830347432363,39.625909439694496,5.033916123015857
2025-09-10 20:00:00,Cənub-Otlaq,20.983122010324642,396.52055106291544,0.27688843660713636,51.63750558354914,6.73104464810903
2025-09-11 00:00:00,Cənub-Otlaq,29.46989262848719,235.18053968320208,0.25799180423381485,66.0561052546622,1.273526309703989
2025-09-11 04:00:00,Cənub-Otlaq,25.776955998669457,135.05118471107895,0.31579565695384104,114.70079749044642,4.194374130014914
2025-09-11 08:00:00,Qərb-Yaşayış,46.65727875274896,280.29326184200664,0.1321427894105381,144.3052726746086,0.338848157866948
2025-09-11 12:00:00,Qərb-Yaşayış,44.55589859201634,413.0300434791286,0.034244766745214525,51.863283214227145,0.9023184502561299
2025-09-11 16:00:00,Qərb-Yaşayış,20.12027380303876,311.2621860847605,0.23807797445567971,130.1887190238927,1.1921283153126494
2025-09-11 20:00:00,Qərb-Yaşayış,52.51243164943569,167.69244376861707,0.33545725763115863,87.78670550638543,6.550635644219332
2025-09-12 00:00:00,Cənub-Otlaq,59.04684657195206,277.0463156676826,0.5704930612981013,128.21145816708312,7.415017527664135
2025-09-12 04:00:00,Şərq-Məhsuldar,36.74213624650213,445.26279991036165,0.3059180375039739,121.27030120043896,15.867445213007656
2025-09-12 08:00:00,Şimal-Meşə,31.912683779677728,340.0793052799294,0.09730251309018197,138.8611668131349,2.7202482995576167
2025-09-12 12:00:00,Şərq-Məhsuldar,23.200122881530092,394.419479975251,0.1881537443927783,58.457636956933094,3.800781574032492
2025-09-12 16:00:00,Qərb-Yaşayış,54.61290029850583,195.24021659090897,0.14725334005610008,131.25608514582262,2.5996339262421984
2025-09-12 20:00:00,Qərb-Yaşayış,56.97676941944591,206.538283777277,0.5179949492938548,99.15584690094212,2.8709211954475884
2025-09-13 00:00:00,Şimal-Meşə,25.38542451105631,308.645730970174,0.12697776941254105,32.766628205869324,1.9440435719904738
